-0.07749319 -0.9969173 -0.0122737
-0.1487781 -0.9876884 -0.04834091
-0.07461909 -0.9969173 -0.02424519
-0.1545086 -0.9876884 -0.02447172
-0.1393842 -0.9876884 -0.07101978
-0.06990762 -0.9969173 -0.03561969
-0.1265583 -0.9876884 -0.0919499
-0.0634748 -0.9969173 -0.04611712
-0.110616 -0.9876884 -0.1106159
-0.05547901 -0.9969173 -0.05547898
-0.09194997 -0.9876884 -0.1265582
-0.04611715 -0.9969173 -0.06347477
-0.07101985 -0.9876884 -0.1393842
-0.03561973 -0.9969173 -0.06990761
-0.04834098 -0.9876884 -0.1487781
-0.02424523 -0.9969173 -0.07461908
-0.0244718 -0.9876884 -0.1545086
-0.01227373 -0.9969173 -0.07749318
-3.496583E-08 -0.9876884 -0.1564346
-1.753697E-08 -0.9969173 -0.07845914
0.02447172 -0.9876884 -0.1545086
0.0122737 -0.9969173 -0.07749318
0.04834091 -0.9876884 -0.1487781
0.02424519 -0.9969173 -0.07461908
0.07101977 -0.9876884 -0.1393842
0.03561969 -0.9969173 -0.06990761
0.0919499 -0.9876884 -0.1265582
0.04611711 -0.9969173 -0.06347479
0.1106159 -0.9876884 -0.110616
0.05547898 -0.9969173 -0.055479
0.1265582 -0.9876884 -0.09194995
0.06347477 -0.9969173 -0.04611714
0.1393842 -0.9876884 -0.07101983
0.06990759 -0.9969173 -0.03561971
0.1487781 -0.9876884 -0.04834096
0.07461907 -0.9969173 -0.02424522
0.1545086 -0.9876884 -0.02447178
0.07749317 -0.9969173 -0.01227373
0.1564345 -0.9876884 -2.564161E-08
0.07845913 -0.9969173 -1.286045E-08
0.1545086 -0.9876884 0.02447173
0.07749317 -0.9969173 0.0122737
0.1487781 -0.9876884 0.04834091
0.07461907 -0.9969173 0.02424519
0.1393842 -0.9876884 0.07101976
0.0699076 -0.9969173 0.03561968
0.1265582 -0.9876884 0.09194989
0.06347477 -0.9969173 0.0461171
0.1106159 -0.9876884 0.1106159
0.05547899 -0.9969173 0.05547896
0.09194992 -0.9876884 0.1265582
0.04611712 -0.9969173 0.06347475
0.07101981 -0.9876884 0.1393842
0.03561971 -0.9969173 0.06990758
0.04834095 -0.9876884 0.1487781
0.02424521 -0.9969173 0.07461905
0.02447177 -0.9876884 0.1545085
0.01227372 -0.9969173 0.07749316
1.631739E-08 -0.9876884 0.1564345
8.183922E-09 -0.9969173 0.07845912
-0.02447173 -0.9876884 0.1545085
-0.0122737 -0.9969173 0.07749316
-0.04834091 -0.9876884 0.1487781
-0.02424519 -0.9969173 0.07461905
-0.07101977 -0.9876884 0.1393842
-0.03561969 -0.9969173 0.06990759
-0.09194989 -0.9876884 0.1265582
-0.0461171 -0.9969173 0.06347477
-0.1106159 -0.9876884 0.1106159
-0.05547896 -0.9969173 0.05547898
-0.1265582 -0.9876884 0.0919499
-0.06347475 -0.9969173 0.04611711
-0.1393842 -0.9876884 0.07101978
-0.06990758 -0.9969173 0.03561969
-0.148778 -0.9876884 0.04834092
-0.07461904 -0.9969173 0.0242452
-0.1545085 -0.9876884 0.02447174
-0.07749314 -0.9969173 0.01227371
-0.1564345 -0.9876884 0
-0.0784591 -0.9969173 0
-0.1545086 -0.9876884 -0.02447172
-0.07749319 -0.9969173 -0.0122737
-0.1650708 -0.9723699 0.1650708
-0.1888613 -0.9723699 0.1372158
-0.2080014 -0.9723699 0.105982
-0.2220197 -0.9723699 0.0721386
-0.2305713 -0.9723699 0.03651891
-0.2334454 -0.9723699 0
-0.2305714 -0.9723699 -0.03651887
-0.25 -0.9510565 0.1816357
-0.218508 -0.9510565 0.2185081
-0.1372158 -0.9723699 0.1888613
-0.105982 -0.9723699 0.2080014
-0.07213859 -0.9723699 0.2220198
-0.03651889 -0.9723699 0.2305713
2.435025E-08 -0.9723699 0.2334454
0.03651894 -0.9723699 0.2305713
0.07213864 -0.9723699 0.2220198
0.105982 -0.9723699 0.2080014
0.1372158 -0.9723699 0.1888613
0.1650709 -0.9723699 0.1650708
0.1888614 -0.9723699 0.1372158
0.2080014 -0.9723699 0.105982
0.2220198 -0.9723699 0.07213858
0.2305714 -0.9723699 0.03651888
0.2334455 -0.9723699 -3.826468E-08
0.2305714 -0.9723699 -0.03651896
0.2220198 -0.9723699 -0.07213866
0.2080014 -0.9723699 -0.1059821
0.1888613 -0.9723699 -0.1372159
0.1650708 -0.9723699 -0.1650709
0.1372158 -0.9723699 -0.1888614
0.105982 -0.9723699 -0.2080015
0.07213858 -0.9723699 -0.2220199
0.03651887 -0.9723699 -0.2305714
-5.217911E-08 -0.9723699 -0.2334455
-0.03651898 -0.9723699 -0.2305714
-0.07213869 -0.9723699 -0.2220199
-0.1059821 -0.9723699 -0.2080014
-0.1372159 -0.9723699 -0.1888614
-0.165071 -0.9723699 -0.1650709
-0.1888614 -0.9723699 -0.1372158
-0.2080015 -0.9723699 -0.105982
-0.2220199 -0.9723699 -0.07213859
-0.2305714 -0.9723699 -0.03651887
-0.2938928 -0.9510565 -0.0954915
-0.3052127 -0.9510565 -0.04834087
-0.2753364 -0.9510565 -0.1402908
-0.2500002 -0.9510565 -0.1816357
-0.2185082 -0.9510565 -0.2185081
-0.1816358 -0.9510565 -0.2500001
-0.1402909 -0.9510565 -0.2753363
-0.09549164 -0.9510565 -0.2938928
-0.04834101 -0.9510565 -0.3052127
-6.907068E-08 -0.9510565 -0.3090172
0.04834087 -0.9510565 -0.3052127
0.09549149 -0.9510565 -0.2938928
0.1402908 -0.9510565 -0.2753363
0.1816357 -0.9510565 -0.2500002
0.2185081 -0.9510565 -0.2185082
0.2500001 -0.9510565 -0.1816358
0.2753363 -0.9510565 -0.1402909
0.2938927 -0.9510565 -0.0954916
0.3052126 -0.9510565 -0.04834098
0.3090171 -0.9510565 -5.065183E-08
0.3052126 -0.9510565 0.04834088
0.2938927 -0.9510565 0.09549149
0.2753363 -0.9510565 0.1402908
0.2500001 -0.9510565 0.1816356
0.2185081 -0.9510565 0.218508
0.1816357 -0.9510565 0.2500001
0.1402909 -0.9510565 0.2753362
0.09549157 -0.9510565 0.2938927
0.04834096 -0.9510565 0.3052126
3.223299E-08 -0.9510565 0.3090171
-0.04834089 -0.9510565 0.3052126
-0.0954915 -0.9510565 0.2938927
-0.1402908 -0.9510565 0.2753362
-0.1816356 -0.9510565 0.2500001
0.05986494 -0.9238795 0.3779721
0.1182558 -0.9238795 0.3639537
3.991699E-08 -0.9238795 0.3826835
-0.05986486 -0.9238795 0.3779721
-0.1182557 -0.9238795 0.3639537
-0.1737347 -0.9238795 0.3409736
-0.2249357 -0.9238795 0.3095975
-0.2705981 -0.9238795 0.2705981
-0.3095974 -0.9238795 0.2249357
-0.3409735 -0.9238795 0.1737347
-0.2753362 -0.9510565 0.1402908
-0.2938927 -0.9510565 0.09549151
-0.3052125 -0.9510565 0.04834091
-0.309017 -0.9510565 0
-0.3052127 -0.9510565 -0.04834087
-0.3639536 -0.9238795 0.1182557
-0.377972 -0.9238795 0.05986489
-0.3826835 -0.9238795 0
-0.3779722 -0.9238795 -0.05986483
-0.4317707 -0.8910065 0.1402908
-0.4484012 -0.8910065 0.07101977
-0.4539905 -0.8910065 0
-0.4484015 -0.8910065 -0.0710197
-0.5160657 -0.8526402 0.08173679
-0.4969257 -0.8526402 0.161461
-0.4045085 -0.8910065 0.2061074
-0.3672861 -0.8910065 0.266849
-0.3210198 -0.8910065 0.3210199
-0.266849 -0.8910065 0.3672861
-0.2061074 -0.8910065 0.4045086
-0.1402908 -0.8910065 0.4317708
-0.07101974 -0.8910065 0.4484013
4.73549E-08 -0.8910065 0.4539906
0.07101984 -0.8910065 0.4484013
0.1402909 -0.8910065 0.4317708
0.1737348 -0.9238795 0.3409735
0.2249358 -0.9238795 0.3095975
0.2705982 -0.9238795 0.2705981
0.3095976 -0.9238795 0.2249357
0.3409736 -0.9238795 0.1737347
0.3639537 -0.9238795 0.1182557
